Key,File,Type,UsedInMainMenu,NoTranslate,english
perkJavelinMasterRank2Desc,progression,Perk,,,Greenhorn II
perkJavelinMasterRank2LongDesc,progression,Perk,,,"Greenhorn II. Spears deal +2% damage and +3% block damage. Primary attacks use 9.5% less stamina; secondary attacks use 9.0% less stamina. Weapons degrade 2% slower per use (if durability is enabled). Flurry of Perception: +5.4% attack speed. Perception synergy: headshot damage +10%, dismember chance +5%."
perkJavelinMasterRank3Desc,progression,Perk,,,Greenhorn III
perkJavelinMasterRank3LongDesc,progression,Perk,,,"Greenhorn III. Spears deal +3% damage and +5% block damage. Primary attacks use 10.3% less stamina; secondary attacks use 10.4% less stamina. Weapons degrade 3% slower per use (if durability is enabled). Flurry of Perception: +5.8% attack speed. Perception synergy: headshot damage +12%, dismember chance +6%."
perkJavelinMasterRank4Desc,progression,Perk,,,Greenhorn IV
perkJavelinMasterRank4LongDesc,progression,Perk,,,"Greenhorn IV. Spears deal +4% damage and +7% block damage. Primary attacks use 11.2% less stamina; secondary attacks use 11.8% less stamina. Weapons degrade 4% slower per use (if durability is enabled). Flurry of Perception: +6.2% attack speed. Perception synergy: headshot damage +14%, dismember chance +7%."
perkJavelinMasterRank5Desc,progression,Perk,,,Greenhorn V
perkJavelinMasterRank5LongDesc,progression,Perk,,,"Greenhorn V. Spears deal +5% damage and +9% block damage. Primary attacks use 12.0% less stamina; secondary attacks use 13.1% less stamina. Weapons degrade 5% slower per use (if durability is enabled). Flurry of Perception: +6.6% attack speed. Perception synergy: headshot damage +16%, dismember chance +8%."
perkJavelinMasterRank6Desc,progression,Perk,,,Greenhorn VI
perkJavelinMasterRank6LongDesc,progression,Perk,,,"Greenhorn VI. Spears deal +6% damage and +11% block damage. Primary attacks use 12.9% less stamina; secondary attacks use 14.5% less stamina. Weapons degrade 6% slower per use (if durability is enabled). Flurry of Perception: +7.0% attack speed. Perception synergy: headshot damage +18%, dismember chance +8%."
perkJavelinMasterRank7Desc,progression,Perk,,,Greenhorn VII
perkJavelinMasterRank7LongDesc,progression,Perk,,,"Greenhorn VII. Spears deal +7% damage and +13% block damage. Primary attacks use 13.7% less stamina; secondary attacks use 15.9% less stamina. Weapons degrade 7% slower per use (if durability is enabled). Flurry of Perception: +7.4% attack speed. Perception synergy: headshot damage +19%, dismember chance +9%."
perkJavelinMasterRank8Desc,progression,Perk,,,Greenhorn VIII
perkJavelinMasterRank8LongDesc,progression,Perk,,,"Greenhorn VIII. Spears deal +8% damage and +15% block damage. Primary attacks use 14.6% less stamina; secondary attacks use 17.2% less stamina. Weapons degrade 8% slower per use (if durability is enabled). Flurry of Perception: +7.9% attack speed. Perception synergy: headshot damage +21%, dismember chance +10%."
perkJavelinMasterRank9Desc,progression,Perk,,,Greenhorn IX
perkJavelinMasterRank9LongDesc,progression,Perk,,,"Greenhorn IX. Spears deal +9% damage and +17% block damage. Primary attacks use 15.4% less stamina; secondary attacks use 18.6% less stamina. Weapons degrade 9% slower per use (if durability is enabled). Flurry of Perception: +8.3% attack speed. Perception synergy: headshot damage +23%, dismember chance +11%."
perkJavelinMasterRank10Desc,progression,Perk,,,Greenhorn X
perkJavelinMasterRank10LongDesc,progression,Perk,,,Greenhorn X. Spears deal +10% damage and +19% block damage. Primary attacks use 16.2% less stamina; secondary attacks use 20.0% less stamina. Weapons degrade 10% slower per use (if durability is enabled). Flurry of Perception: +8.7% attack speed. Cripple chance (RMB): 20%.
perkJavelinMasterRank11Desc,progression,Perk,,,Skirmisher I
perkJavelinMasterRank11LongDesc,progression,Perk,,,"Skirmisher I. Spears deal +11% damage and +21% block damage. Primary attacks use 17.1% less stamina; secondary attacks use 21.3% less stamina. Weapons degrade 11% slower per use (if durability is enabled). Flurry of Perception: +9.1% attack speed. Cripple chance (RMB): 20%. Perception synergy: headshot damage +27%, dismember chance +13%."
perkJavelinMasterRank12Desc,progression,Perk,,,Skirmisher II
perkJavelinMasterRank12LongDesc,progression,Perk,,,"Skirmisher II. Spears deal +12% damage and +23% block damage. Primary attacks use 17.9% less stamina; secondary attacks use 22.7% less stamina. Weapons degrade 12% slower per use (if durability is enabled). Flurry of Perception: +9.5% attack speed. Cripple chance (RMB): 20%. Perception synergy: headshot damage +29%, dismember chance +14%."
perkJavelinMasterRank13Desc,progression,Perk,,,Skirmisher III
perkJavelinMasterRank13LongDesc,progression,Perk,,,"Skirmisher III. Spears deal +13% damage and +25% block damage. Primary attacks use 18.8% less stamina; secondary attacks use 24.1% less stamina. Weapons degrade 13% slower per use (if durability is enabled). Flurry of Perception: +9.9% attack speed. Cripple chance (RMB): 20%. Perception synergy: headshot damage +31%, dismember chance +15%."
perkJavelinMasterRank14Desc,progression,Perk,,,Skirmisher IV
perkJavelinMasterRank14LongDesc,progression,Perk,,,"Skirmisher IV. Spears deal +14% damage and +27% block damage. Primary attacks use 19.6% less stamina; secondary attacks use 25.4% less stamina. Weapons degrade 14% slower per use (if durability is enabled). Flurry of Perception: +10.3% attack speed. Cripple chance (RMB): 20%. Perception synergy: headshot damage +33%, dismember chance +16%."
perkJavelinMasterRank15Desc,progression,Perk,,,Skirmisher V
perkJavelinMasterRank15LongDesc,progression,Perk,,,"Skirmisher V. Spears deal +15% damage and +29% block damage. Primary attacks use 20.5% less stamina; secondary attacks use 26.8% less stamina. Weapons degrade 15% slower per use (if durability is enabled). Flurry of Perception: +10.7% attack speed. Cripple chance (RMB): 20%. Perception synergy: headshot damage +35%, dismember chance +17%."
perkJavelinMasterRank16Desc,progression,Perk,,,Skirmisher VI
perkJavelinMasterRank16LongDesc,progression,Perk,,,"Skirmisher VI. Spears deal +16% damage and +31% block damage. Primary attacks use 21.3% less stamina; secondary attacks use 28.2% less stamina. Weapons degrade 16% slower per use (if durability is enabled). Flurry of Perception: +11.1% attack speed. Cripple chance (RMB): 20%. Perception synergy: headshot damage +37%, dismember chance +18%."
perkJavelinMasterRank17Desc,progression,Perk,,,Skirmisher VII
perkJavelinMasterRank17LongDesc,progression,Perk,,,"Skirmisher VII. Spears deal +17% damage and +33% block damage. Primary attacks use 22.2% less stamina; secondary attacks use 29.5% less stamina. Weapons degrade 17% slower per use (if durability is enabled). Flurry of Perception: +11.5% attack speed. Cripple chance (RMB): 20%. Perception synergy: headshot damage +39%, dismember chance +19%."
perkJavelinMasterRank18Desc,progression,Perk,,,Skirmisher VIII
perkJavelinMasterRank18LongDesc,progression,Perk,,,"Skirmisher VIII. Spears deal +18% damage and +35% block damage. Primary attacks use 23.0% less stamina; secondary attacks use 30.9% less stamina. Weapons degrade 18% slower per use (if durability is enabled). Flurry of Perception: +11.9% attack speed. Cripple chance (RMB): 20%. Perception synergy: headshot damage +41%, dismember chance +20%."
perkJavelinMasterRank19Desc,progression,Perk,,,Skirmisher IX
perkJavelinMasterRank19LongDesc,progression,Perk,,,"Skirmisher IX. Spears deal +19% damage and +37% block damage. Primary attacks use 23.9% less stamina; secondary attacks use 32.3% less stamina. Weapons degrade 19% slower per use (if durability is enabled). Flurry of Perception: +12.3% attack speed. Cripple chance (RMB): 20%. Perception synergy: headshot damage +43%, dismember chance +21%."
perkJavelinMasterRank20Desc,progression,Perk,,,Skirmisher X
perkJavelinMasterRank20LongDesc,progression,Perk,,,"Skirmisher X. Spears deal +20% damage and +39% block damage. Primary attacks use 24.7% less stamina; secondary attacks use 33.6% less stamina. Weapons degrade 20% slower per use (if durability is enabled). Flurry of Perception: +12.7% attack speed. Cripple chance (RMB): 40%. Perception synergy: headshot damage +45%, dismember chance +22%."
perkJavelinMasterRank21Desc,progression,Perk,,,Pikeman I
perkJavelinMasterRank21LongDesc,progression,Perk,,,"Pikeman I. Spears deal +21% damage and +41% block damage. Primary attacks use 25.6% less stamina; secondary attacks use 35.0% less stamina. Weapons degrade 21% slower per use (if durability is enabled). Flurry of Perception: +13.1% attack speed. Cripple chance (RMB): 40%. Perception synergy: headshot damage +47%, dismember chance +23%."
perkJavelinMasterRank22Desc,progression,Perk,,,Pikeman II
perkJavelinMasterRank22LongDesc,progression,Perk,,,"Pikeman II. Spears deal +22% damage and +43% block damage. Primary attacks use 26.4% less stamina; secondary attacks use 36.4% less stamina. Weapons degrade 22% slower per use (if durability is enabled). Flurry of Perception: +13.5% attack speed. Cripple chance (RMB): 40%. Perception synergy: headshot damage +49%, dismember chance +24%."
perkJavelinMasterRank23Desc,progression,Perk,,,Pikeman III
perkJavelinMasterRank23LongDesc,progression,Perk,,,"Pikeman III. Spears deal +23% damage and +45% block damage. Primary attacks use 27.3% less stamina; secondary attacks use 37.7% less stamina. Weapons degrade 23% slower per use (if durability is enabled). Flurry of Perception: +13.9% attack speed. Cripple chance (RMB): 40%. Perception synergy: headshot damage +51%, dismember chance +25%."
perkJavelinMasterRank24Desc,progression,Perk,,,Pikeman IV
perkJavelinMasterRank24LongDesc,progression,Perk,,,"Pikeman IV. Spears deal +24% damage and +47% block damage. Primary attacks use 28.1% less stamina; secondary attacks use 39.1% less stamina. Weapons degrade 24% slower per use (if durability is enabled). Flurry of Perception: +14.3% attack speed. Cripple chance (RMB): 40%. Perception synergy: headshot damage +53%, dismember chance +26%."
perkJavelinMasterRank25Desc,progression,Perk,,,Pikeman V
perkJavelinMasterRank25LongDesc,progression,Perk,,,"Pikeman V. Spears deal +25% damage and +49% block damage. Primary attacks use 29.0% less stamina; secondary attacks use 40.5% less stamina. Weapons degrade 25% slower per use (if durability is enabled). Flurry of Perception: +14.7% attack speed. Cripple chance (RMB): 40%. Perception synergy: headshot damage +55%, dismember chance +27%."
perkJavelinMasterRank26Desc,progression,Perk,,,Pikeman VI
perkJavelinMasterRank26LongDesc,progression,Perk,,,"Pikeman VI. Spears deal +26% damage and +51% block damage. Primary attacks use 29.8% less stamina; secondary attacks use 41.8% less stamina. Weapons degrade 26% slower per use (if durability is enabled). Flurry of Perception: +15.1% attack speed. Cripple chance (RMB): 40%. Perception synergy: headshot damage +57%, dismember chance +28%."
perkJavelinMasterRank27Desc,progression,Perk,,,Pikeman VII
perkJavelinMasterRank27LongDesc,progression,Perk,,,"Pikeman VII. Spears deal +27% damage and +53% block damage. Primary attacks use 30.7% less stamina; secondary attacks use 43.2% less stamina. Weapons degrade 27% slower per use (if durability is enabled). Flurry of Perception: +15.5% attack speed. Cripple chance (RMB): 40%. Perception synergy: headshot damage +59%, dismember chance +29%."
perkJavelinMasterRank28Desc,progression,Perk,,,Pikeman VIII
perkJavelinMasterRank28LongDesc,progression,Perk,,,"Pikeman VIII. Spears deal +28% damage and +55% block damage. Primary attacks use 31.5% less stamina; secondary attacks use 44.6% less stamina. Weapons degrade 28% slower per use (if durability is enabled). Flurry of Perception: +15.9% attack speed. Cripple chance (RMB): 40%. Perception synergy: headshot damage +61%, dismember chance +30%."
perkJavelinMasterRank29Desc,progression,Perk,,,Pikeman IX
perkJavelinMasterRank29LongDesc,progression,Perk,,,"Pikeman IX. Spears deal +29% damage and +57% block damage. Primary attacks use 32.4% less stamina; secondary attacks use 45.9% less stamina. Weapons degrade 29% slower per use (if durability is enabled). Flurry of Perception: +16.3% attack speed. Cripple chance (RMB): 40%. Perception synergy: headshot damage +63%, dismember chance +31%."
perkJavelinMasterRank30Desc,progression,Perk,,,Pikeman X
perkJavelinMasterRank30LongDesc,progression,Perk,,,"Pikeman X. Spears deal +30% damage and +59% block damage. Primary attacks use 33.2% less stamina; secondary attacks use 47.3% less stamina. Weapons degrade 30% slower per use (if durability is enabled). Flurry of Perception: +16.7% attack speed. Cripple chance (RMB): 60%. On kill: regain +10 Stamina after 1.0s. Perception synergy: headshot damage +67%, dismember chance +33%."
perkJavelinMasterRank31Desc,progression,Perk,,,Harpooner I
perkJavelinMasterRank31LongDesc,progression,Perk,,,"Harpooner I. Spears deal +31% damage and +61% block damage. Primary attacks use 34.1% less stamina; secondary attacks use 48.6% less stamina. Weapons degrade 31% slower per use (if durability is enabled). Flurry of Perception: +17.1% attack speed. Cripple chance (RMB): 60%. On kill: +10 Stamina after 1.0s. Perception synergy: headshot damage +69%, dismember chance +34%."
perkJavelinMasterRank32Desc,progression,Perk,,,Harpooner II
perkJavelinMasterRank32LongDesc,progression,Perk,,,"Harpooner II. Spears deal +32% damage and +63% block damage. Primary attacks use 34.9% less stamina; secondary attacks use 50.0% less stamina. Weapons degrade 32% slower per use (if durability is enabled). Flurry of Perception: +17.5% attack speed. Cripple chance (RMB): 60%. On kill: +10 Stamina after 1.0s. Perception synergy: headshot damage +71%, dismember chance +35%."
perkJavelinMasterRank33Desc,progression,Perk,,,Harpooner III
perkJavelinMasterRank33LongDesc,progression,Perk,,,"Harpooner III. Spears deal +33% damage and +65% block damage. Primary attacks use 35.8% less stamina; secondary attacks use 51.4% less stamina. Weapons degrade 33% slower per use (if durability is enabled). Flurry of Perception: +17.9% attack speed. Cripple chance (RMB): 60%. On kill: +10 Stamina after 1.0s. Perception synergy: headshot damage +73%, dismember chance +36%."
perkJavelinMasterRank34Desc,progression,Perk,,,Harpooner IV
perkJavelinMasterRank34LongDesc,progression,Perk,,,"Harpooner IV. Spears deal +34% damage and +67% block damage. Primary attacks use 36.6% less stamina; secondary attacks use 52.7% less stamina. Weapons degrade 34% slower per use (if durability is enabled). Flurry of Perception: +18.3% attack speed. Cripple chance (RMB): 60%. On kill: +10 Stamina after 1.0s. Perception synergy: headshot damage +75%, dismember chance +37%."
perkJavelinMasterRank35Desc,progression,Perk,,,Harpooner V
perkJavelinMasterRank35LongDesc,progression,Perk,,,"Harpooner V. Spears deal +35% damage and +69% block damage. Primary attacks use 37.5% less stamina; secondary attacks use 54.1% less stamina. Weapons degrade 35% slower per use (if durability is enabled). Flurry of Perception: +18.7% attack speed. Cripple chance (RMB): 60%. On kill: +10 Stamina after 1.0s. Perception synergy: headshot damage +78%, dismember chance +38%."
perkJavelinMasterRank36Desc,progression,Perk,,,Harpooner VI
perkJavelinMasterRank36LongDesc,progression,Perk,,,"Harpooner VI. Spears deal +36% damage and +71% block damage. Primary attacks use 38.3% less stamina; secondary attacks use 55.5% less stamina. Weapons degrade 36% slower per use (if durability is enabled). Flurry of Perception: +19.1% attack speed. Cripple chance (RMB): 60%. On kill: +10 Stamina after 1.0s. Perception synergy: headshot damage +80%, dismember chance +39%."
perkJavelinMasterRank37Desc,progression,Perk,,,Harpooner VII
perkJavelinMasterRank37LongDesc,progression,Perk,,,"Harpooner VII. Spears deal +37% damage and +73% block damage. Primary attacks use 39.2% less stamina; secondary attacks use 56.8% less stamina. Weapons degrade 37% slower per use (if durability is enabled). Flurry of Perception: +19.5% attack speed. Cripple chance (RMB): 60%. On kill: +10 Stamina after 1.0s. Perception synergy: headshot damage +82%, dismember chance +40%."
perkJavelinMasterRank38Desc,progression,Perk,,,Harpooner VIII
perkJavelinMasterRank38LongDesc,progression,Perk,,,"Harpooner VIII. Spears deal +38% damage and +75% block damage. Primary attacks use 40.0% less stamina; secondary attacks use 58.2% less stamina. Weapons degrade 38% slower per use (if durability is enabled). Flurry of Perception: +19.9% attack speed. Cripple chance (RMB): 60%. On kill: +10 Stamina after 1.0s. Perception synergy: headshot damage +84%, dismember chance +41%."
perkJavelinMasterRank39Desc,progression,Perk,,,Harpooner IX
perkJavelinMasterRank39LongDesc,progression,Perk,,,"Harpooner IX. Spears deal +39% damage and +77% block damage. Primary attacks use 40.9% less stamina; secondary attacks use 59.5% less stamina. Weapons degrade 39% slower per use (if durability is enabled). Flurry of Perception: +20.3% attack speed. Cripple chance (RMB): 60%. On kill: +10 Stamina after 1.0s. Perception synergy: headshot damage +86%, dismember chance +42%."
perkJavelinMasterRank40Desc,progression,Perk,,,Harpooner X
perkJavelinMasterRank40LongDesc,progression,Perk,,,"Harpooner X. Spears deal +40% damage and +79% block damage. Primary attacks use 41.7% less stamina; secondary attacks use 60.9% less stamina. Weapons degrade 40% slower per use (if durability is enabled). Flurry of Perception: +20.7% attack speed. Cripple chance (RMB): 80%. On kill: regain +20 Stamina after 1.0s. Perception synergy: headshot damage +88%, dismember chance +43%."
perkJavelinMasterRank41Desc,progression,Perk,,,Spear Master I
perkJavelinMasterRank41LongDesc,progression,Perk,,,"Spear Master I. Spears deal +41% damage and +81% block damage. Primary attacks use 42.6% less stamina; secondary attacks use 62.3% less stamina. Weapons degrade 41% slower per use (if durability is enabled). Flurry of Perception: +21.1% attack speed. Cripple chance (RMB): 80%. On kill: +20 Stamina after 1.0s. Perception synergy: headshot damage +90%, dismember chance +44%."
perkJavelinMasterRank42Desc,progression,Perk,,,Spear Master II
perkJavelinMasterRank42LongDesc,progression,Perk,,,"Spear Master II. Spears deal +42% damage and +83% block damage. Primary attacks use 43.4% less stamina; secondary attacks use 63.6% less stamina. Weapons degrade 42% slower per use (if durability is enabled). Flurry of Perception: +21.5% attack speed. Cripple chance (RMB): 80%. On kill: +20 Stamina after 1.0s. Perception synergy: headshot damage +92%, dismember chance +44%."
perkJavelinMasterRank43Desc,progression,Perk,,,Spear Master III
perkJavelinMasterRank43LongDesc,progression,Perk,,,"Spear Master III. Spears deal +43% damage and +85% block damage. Primary attacks use 44.3% less stamina; secondary attacks use 65.0% less stamina. Weapons degrade 43% slower per use (if durability is enabled). Flurry of Perception: +21.9% attack speed. Cripple chance (RMB): 80%. On kill: +20 Stamina after 1.0s. Perception synergy: headshot damage +94%, dismember chance +45%."
perkJavelinMasterRank44Desc,progression,Perk,,,Spear Master IV
perkJavelinMasterRank44LongDesc,progression,Perk,,,"Spear Master IV. Spears deal +44% damage and +87% block damage. Primary attacks use 45.1% less stamina; secondary attacks use 66.4% less stamina. Weapons degrade 44% slower per use (if durability is enabled). Flurry of Perception: +22.3% attack speed. Cripple chance (RMB): 80%. On kill: +20 Stamina after 1.0s. Perception synergy: headshot damage +96%, dismember chance +45%."
perkJavelinMasterRank45Desc,progression,Perk,,,Spear Master V
perkJavelinMasterRank45LongDesc,progression,Perk,,,"Spear Master V. Spears deal +45% damage and +89% block damage. Primary attacks use 46.0% less stamina; secondary attacks use 67.7% less stamina. Weapons degrade 45% slower per use (if durability is enabled). Flurry of Perception: +22.7% attack speed. Cripple chance (RMB): 80%. On kill: +20 Stamina after 1.0s. Perception synergy: headshot damage +98%, dismember chance +45%."
perkJavelinMasterRank46Desc,progression,Perk,,,Spear Master VI
perkJavelinMasterRank46LongDesc,progression,Perk,,,"Spear Master VI. Spears deal +46% damage and +91% block damage. Primary attacks use 46.8% less stamina; secondary attacks use 69.1% less stamina. Weapons degrade 46% slower per use (if durability is enabled). Flurry of Perception: +23.1% attack speed. Cripple chance (RMB): 80%. On kill: +20 Stamina after 1.0s. Perception synergy: headshot damage +100%, dismember chance +45%."
perkJavelinMasterRank47Desc,progression,Perk,,,Spear Master VII
perkJavelinMasterRank47LongDesc,progression,Perk,,,"Spear Master VII. Spears deal +47% damage and +93% block damage. Primary attacks use 47.7% less stamina; secondary attacks use 70.4% less stamina. Weapons degrade 47% slower per use (if durability is enabled). Flurry of Perception: +23.5% attack speed. Cripple chance (RMB): 80%. On kill: +20 Stamina after 1.0s. Perception synergy: headshot damage +100%, dismember chance +45%."
perkJavelinMasterRank48Desc,progression,Perk,,,Spear Master VIII
perkJavelinMasterRank48LongDesc,progression,Perk,,,"Spear Master VIII. Spears deal +48% damage and +95% block damage. Primary attacks use 48.5% less stamina; secondary attacks use 71.8% less stamina. Weapons degrade 48% slower per use (if durability is enabled). Flurry of Perception: +23.9% attack speed. Cripple chance (RMB): 80%. On kill: +20 Stamina after 1.0s. Perception synergy: headshot damage +100%, dismember chance +45%."
perkJavelinMasterRank49Desc,progression,Perk,,,Spear Master IX
perkJavelinMasterRank49LongDesc,progression,Perk,,,"Spear Master IX. Spears deal +49% damage and +97% block damage. Primary attacks use 49.4% less stamina; secondary attacks use 73.2% less stamina. Weapons degrade 49.5% slower per use (if durability is enabled). Flurry of Perception: +24.3% attack speed. Cripple chance (RMB): 80%. On kill: +20 Stamina after 1.0s. Perception synergy: headshot damage +100%, dismember chance +45%."
perkJavelinMasterRank50Desc,progression,Perk,,,Spear Master X
perkJavelinMasterRank50LongDesc,progression,Perk,,,"Spear Master X. Spears deal +50% damage and +100% block damage. Primary attacks use 50.0% less stamina; secondary attacks use 75.0% less stamina. Weapons degrade 50% slower per use (if durability is enabled). Flurry of Perception: +25.0% attack speed. Cripple chance (RMB): 100%. On kill: regain +30 Stamina after 1.0s. Perception synergy: headshot damage +100%, dismember chance +45%."
perkLuckyLooterRank1Desc,progression,Perk,,,Scavenger I
perkLuckyLooterRank1LongDesc,progression,Perk,,,Scavenger I. Loot stage +5.0%. Search time reduced by 1.0%. Book find bonus (Lucky Looter): +2.0% until complete.
perkLuckyLooterRank2Desc,progression,Perk,,,Scavenger II
perkLuckyLooterRank2LongDesc,progression,Perk,,,Scavenger II. Loot stage +5.4%. Search time reduced by 2.6%. Book find bonus (Lucky Looter): +4.0% until complete.
perkLuckyLooterRank3Desc,progression,Perk,,,Scavenger III
perkLuckyLooterRank3LongDesc,progression,Perk,,,Scavenger III. Loot stage +5.8%. Search time reduced by 4.2%. Book find bonus (Lucky Looter): +6.0% until complete.
perkLuckyLooterRank4Desc,progression,Perk,,,Scavenger IV
perkLuckyLooterRank4LongDesc,progression,Perk,,,Scavenger IV. Loot stage +6.2%. Search time reduced by 5.8%. Book find bonus (Lucky Looter): +8.0% until complete.
perkLuckyLooterRank5Desc,progression,Perk,,,Scavenger V
perkLuckyLooterRank5LongDesc,progression,Perk,,,Scavenger V. Loot stage +6.6%. Search time reduced by 7.4%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank6Desc,progression,Perk,,,Scavenger VI
perkLuckyLooterRank6LongDesc,progression,Perk,,,Scavenger VI. Loot stage +7.0%. Search time reduced by 9.1%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank7Desc,progression,Perk,,,Scavenger VII
perkLuckyLooterRank7LongDesc,progression,Perk,,,Scavenger VII. Loot stage +7.4%. Search time reduced by 10.7%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank8Desc,progression,Perk,,,Scavenger VIII
perkLuckyLooterRank8LongDesc,progression,Perk,,,Scavenger VIII. Loot stage +7.9%. Search time reduced by 12.3%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank9Desc,progression,Perk,,,Scavenger IX
perkLuckyLooterRank9LongDesc,progression,Perk,,,Scavenger IX. Loot stage +8.3%. Search time reduced by 13.9%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank10Desc,progression,Perk,,,Scavenger X
perkLuckyLooterRank10LongDesc,progression,Perk,,,Scavenger X. Loot stage +8.7%. Search time reduced by 15.5%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank11Desc,progression,Perk,,,Rummager I
perkLuckyLooterRank11LongDesc,progression,Perk,,,Rummager I. Loot stage +9.1%. Search time reduced by 17.1%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank12Desc,progression,Perk,,,Rummager II
perkLuckyLooterRank12LongDesc,progression,Perk,,,Rummager II. Loot stage +9.5%. Search time reduced by 18.7%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank13Desc,progression,Perk,,,Rummager III
perkLuckyLooterRank13LongDesc,progression,Perk,,,Rummager III. Loot stage +9.9%. Search time reduced by 20.3%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank14Desc,progression,Perk,,,Rummager IV
perkLuckyLooterRank14LongDesc,progression,Perk,,,Rummager IV. Loot stage +10.3%. Search time reduced by 21.9%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank15Desc,progression,Perk,,,Rummager V
perkLuckyLooterRank15LongDesc,progression,Perk,,,Rummager V. Loot stage +10.7%. Search time reduced by 23.5%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank16Desc,progression,Perk,,,Rummager VI
perkLuckyLooterRank16LongDesc,progression,Perk,,,Rummager VI. Loot stage +11.1%. Search time reduced by 25.2%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank17Desc,progression,Perk,,,Rummager VII
perkLuckyLooterRank17LongDesc,progression,Perk,,,Rummager VII. Loot stage +11.5%. Search time reduced by 26.8%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank18Desc,progression,Perk,,,Rummager VIII
perkLuckyLooterRank18LongDesc,progression,Perk,,,Rummager VIII. Loot stage +11.9%. Search time reduced by 28.4%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank19Desc,progression,Perk,,,Rummager IX
perkLuckyLooterRank19LongDesc,progression,Perk,,,Rummager IX. Loot stage +12.3%. Search time reduced by 30.0%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank20Desc,progression,Perk,,,Rummager X
perkLuckyLooterRank20LongDesc,progression,Perk,,,Rummager X. Loot stage +12.8%. Search time reduced by 31.6%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank21Desc,progression,Perk,,,Treasure Hunter I
perkLuckyLooterRank21LongDesc,progression,Perk,,,Treasure Hunter I. Loot stage +13.2%. Search time reduced by 33.2%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank22Desc,progression,Perk,,,Treasure Hunter II
perkLuckyLooterRank22LongDesc,progression,Perk,,,Treasure Hunter II. Loot stage +13.6%. Search time reduced by 34.8%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank23Desc,progression,Perk,,,Treasure Hunter III
perkLuckyLooterRank23LongDesc,progression,Perk,,,Treasure Hunter III. Loot stage +14.0%. Search time reduced by 36.4%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank24Desc,progression,Perk,,,Treasure Hunter IV
perkLuckyLooterRank24LongDesc,progression,Perk,,,Treasure Hunter IV. Loot stage +14.4%. Search time reduced by 38.1%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank25Desc,progression,Perk,,,Treasure Hunter V
perkLuckyLooterRank25LongDesc,progression,Perk,,,Treasure Hunter V. Loot stage +14.8%. Search time reduced by 39.7%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank26Desc,progression,Perk,,,Treasure Hunter VI
perkLuckyLooterRank26LongDesc,progression,Perk,,,Treasure Hunter VI. Loot stage +15.2%. Search time reduced by 41.3%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank27Desc,progression,Perk,,,Treasure Hunter VII
perkLuckyLooterRank27LongDesc,progression,Perk,,,Treasure Hunter VII. Loot stage +15.6%. Search time reduced by 42.9%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank28Desc,progression,Perk,,,Treasure Hunter VIII
perkLuckyLooterRank28LongDesc,progression,Perk,,,Treasure Hunter VIII. Loot stage +16.0%. Search time reduced by 44.5%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank29Desc,progression,Perk,,,Treasure Hunter IX
perkLuckyLooterRank29LongDesc,progression,Perk,,,Treasure Hunter IX. Loot stage +16.4%. Search time reduced by 46.1%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank30Desc,progression,Perk,,,Treasure Hunter X
perkLuckyLooterRank30LongDesc,progression,Perk,,,Treasure Hunter X. Loot stage +16.8%. Search time reduced by 47.7%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank31Desc,progression,Perk,,,Fortune Finder I
perkLuckyLooterRank31LongDesc,progression,Perk,,,Fortune Finder I. Loot stage +17.2%. Search time reduced by 49.4%. Book find bonus (Lucky Looter): +10.0% until complete.
perkLuckyLooterRank32Desc,progression,Perk,,,Fortune Finder II
